ValueDateTime,Temperature
8/16/2007 16:30,22.2
8/17/2007 16:30,22.2
8/18/2007 16:30,22.2
8/19/2007 16:30,22.2
8/20/2007 16:30,22.2
8/21/2007 16:30,22.2
8/22/2007 16:30,22.2
8/23/2007 16:30,22.2
8/24/2007 16:30,22.2
8/25/2007 16:30,22.2
8/26/2007 16:30,22.2
8/27/2007 16:30,22.2
8/28/2007 16:30,22.2
8/29/2007 16:30,22.2
8/30/2007 16:30,22.2
8/31/2007 16:30,22.2
9/1/2007 16:30,22.2
9/2/2007 16:30,22.2
9/3/2007 16:30,22.2
9/4/2007 16:30,22.2
9/5/2007 16:30,22.2
9/6/2007 16:30,22.2
9/7/2007 16:30,22.2
9/8/2007 16:30,22.2
9/9/2007 16:30,22.2
9/10/2007 16:30,22.2
9/11/2007 16:30,22.2
9/12/2007 16:30,22.2
9/13/2007 16:30,22.2
9/14/2007 16:30,22.2
9/15/2007 16:30,22.2
9/16/2007 16:30,22.2
9/17/2007 16:30,22.2
9/18/2007 16:30,22.2
9/19/2007 16:30,22.2
9/20/2007 16:30,22.2
9/21/2007 16:30,22.2
9/22/2007 16:30,22.2
9/23/2007 16:30,22.2
9/24/2007 16:30,22.2
9/25/2007 16:30,22.2
9/26/2007 16:30,22.2
9/27/2007 16:30,22.2
9/28/2007 16:30,22.2
9/29/2007 16:30,22.2
9/30/2007 16:30,22.2
10/1/2007 16:30,22.2
10/2/2007 16:30,22.2
10/3/2007 16:30,22.2
10/4/2007 16:30,22.2
10/5/2007 16:30,22.2
10/6/2007 16:30,22.2
10/7/2007 16:30,22.2
10/8/2007 16:30,22.2
10/9/2007 16:30,22.2
10/10/2007 16:30,22.2
10/11/2007 16:30,22.2
10/12/2007 16:30,22.2
10/13/2007 16:30,22.2
10/14/2007 16:30,22.2
10/15/2007 16:30,22.2
10/16/2007 16:30,22.2
10/17/2007 16:30,22.2
10/18/2007 16:30,22.2
10/19/2007 16:30,22.2
10/20/2007 16:30,22.2
10/21/2007 16:30,22.2
10/22/2007 16:30,22.2
10/23/2007 16:30,22.2
10/24/2007 16:30,22.2
10/25/2007 16:30,22.2
10/26/2007 16:30,22.2
10/27/2007 16:30,22.2
10/28/2007 16:30,22.2
10/29/2007 16:30,22.2
10/30/2007 16:30,22.2
10/31/2007 16:30,22.2
11/1/2007 16:30,22.2
11/2/2007 16:30,22.2
11/3/2007 16:30,22.2
11/4/2007 16:30,22.2
11/5/2007 16:30,22.2
11/6/2007 16:30,22.2
11/7/2007 16:30,22.2
11/8/2007 16:30,22.2
11/9/2007 16:30,22.2
11/10/2007 16:30,22.2
11/11/2007 16:30,22.2
11/12/2007 16:30,22.2
11/13/2007 16:30,22.2
11/14/2007 16:30,22.2
11/15/2007 16:30,22.2
11/16/2007 16:30,22.2
11/17/2007 16:30,22.2
11/18/2007 16:30,22.2
11/19/2007 16:30,22.2
11/20/2007 16:30,22.2
11/21/2007 16:30,22.2
11/22/2007 16:30,22.2
11/23/2007 16:30,22.2
11/24/2007 16:30,22.2
11/25/2007 16:30,22.2
11/26/2007 16:30,22.2
11/27/2007 16:30,22.2
11/28/2007 16:30,22.2
11/29/2007 16:30,22.2
11/30/2007 16:30,22.2
12/1/2007 16:30,22.2
12/2/2007 16:30,22.2
12/3/2007 16:30,22.2
12/4/2007 16:30,22.2
12/5/2007 16:30,22.2
12/6/2007 16:30,22.2
12/7/2007 16:30,22.2
12/8/2007 16:30,22.2
12/9/2007 16:30,22.2
12/10/2007 16:30,22.2
12/11/2007 16:30,22.2
12/12/2007 16:30,22.2
12/13/2007 16:30,22.2
12/14/2007 16:30,22.2
12/15/2007 16:30,22.2
12/16/2007 16:30,22.2
12/17/2007 16:30,22.2
12/18/2007 16:30,22.2
12/19/2007 16:30,22.2
12/20/2007 16:30,22.2
12/21/2007 16:30,22.2
12/22/2007 16:30,22.2
12/23/2007 16:30,22.2
12/24/2007 16:30,22.2
12/25/2007 16:30,22.2
12/26/2007 16:30,22.2
12/27/2007 16:30,22.2
12/28/2007 16:30,22.2
12/29/2007 16:30,22.2
12/30/2007 16:30,22.2
12/31/2007 16:30,22.2
1/1/2008 16:30,22.2
1/2/2008 16:30,22.2
1/3/2008 16:30,22.2
1/4/2008 16:30,22.2
1/5/2008 16:30,22.2
1/6/2008 16:30,22.2
1/7/2008 16:30,22.2
1/8/2008 16:30,22.2
1/9/2008 16:30,22.2
1/10/2008 16:30,22.2
1/11/2008 16:30,22.2
1/12/2008 16:30,22.2
1/13/2008 16:30,22.2
1/14/2008 16:30,22.2
1/15/2008 16:30,22.2
1/16/2008 16:30,22.2
1/17/2008 16:30,22.2
1/18/2008 16:30,22.2
1/19/2008 16:30,22.2
1/20/2008 16:30,22.2
1/21/2008 16:30,22.2
1/22/2008 16:30,22.2
1/23/2008 16:30,22.2
1/24/2008 16:30,22.2
1/25/2008 16:30,22.2
1/26/2008 16:30,22.2
1/27/2008 16:30,22.2
1/28/2008 16:30,22.2
1/29/2008 16:30,22.2
1/30/2008 16:30,22.2
1/31/2008 16:30,22.2
2/1/2008 16:30,22.2
2/2/2008 16:30,22.2
2/3/2008 16:30,22.2
2/4/2008 16:30,22.2
2/5/2008 16:30,22.2
2/6/2008 16:30,22.2
2/7/2008 16:30,22.2
2/8/2008 16:30,22.2
2/9/2008 16:30,22.2
2/10/2008 16:30,22.2
2/11/2008 16:30,22.2
2/12/2008 16:30,22.2
2/13/2008 16:30,22.2
2/14/2008 16:30,22.2
2/15/2008 16:30,22.2
2/16/2008 16:30,22.2
2/17/2008 16:30,22.2
2/18/2008 16:30,22.2
2/19/2008 16:30,22.2
2/20/2008 16:30,22.2
2/21/2008 16:30,22.2
2/22/2008 16:30,22.2
2/23/2008 16:30,22.2
2/24/2008 16:30,22.2
2/25/2008 16:30,22.2
2/26/2008 16:30,22.2
2/27/2008 16:30,22.2
2/28/2008 16:30,22.2
2/29/2008 16:30,22.2
3/1/2008 16:30,22.2
3/2/2008 16:30,22.2
3/3/2008 16:30,22.2
3/4/2008 16:30,22.2
3/5/2008 16:30,22.2
