|2007-01-01 12:30:00| 0
|2007-01-01 12:30:00| 1
|2007-01-01 12:30:00| 2
|2007-01-01 12:30:00| 3
|2007-01-01 12:30:00| 4
|2007-01-01 12:30:00| 5
|2007-01-01 12:30:00| 6
|2007-01-01 12:30:00| 7
|2007-01-01 12:30:00| 8
|2007-01-01 12:30:00| 9
|2007-01-01 12:30:00| 10
|2007-01-01 12:30:00| 11
|2007-01-01 12:30:00| 12
|2007-01-01 12:30:00| 13
|2007-01-01 12:30:00| 14
|2007-01-01 12:30:00| 15
|2007-01-01 12:30:00| 16
|2007-01-01 12:30:00| 17
|2007-01-01 12:30:00| 18
|2007-01-01 12:30:00| 19
|2007-01-01 12:30:00| 20
|2007-01-01 12:30:00| 21
|2007-01-01 12:30:00| 22
|2007-01-01 12:30:00| 23
|2007-01-01 12:30:00| 24
|2007-01-01 12:30:00| 25
|2007-01-01 12:30:00| 26
|2007-01-01 12:30:00| 27
|2007-01-01 12:30:00| 28
|2007-01-01 12:30:00| 29
|2007-01-01 12:30:00| 30
|2007-01-01 12:30:00| 31
|2007-01-01 12:30:00| 32
|2007-01-01 12:30:00| 33
|2007-01-01 12:30:00| 34
|2007-01-01 12:30:00| 35
|2007-01-01 12:30:00| 36
|2007-01-01 12:30:00| 37
|2007-01-01 12:30:00| 38
|2007-01-01 12:30:00| 39
|2007-01-01 12:30:00| 40
|2007-01-01 12:30:00| 41
|2007-01-01 12:30:00| 42
|2007-01-01 12:30:00| 43
|2007-01-01 12:30:00| 44
|2007-01-01 12:30:00| 45
|2007-01-01 12:30:00| 46
|2007-01-01 12:30:00| 47
|2007-01-01 12:30:00| 48
|2007-01-01 12:30:00| 49
|2007-01-01 12:30:00| 50
|2007-01-01 12:30:00| 51
|2007-01-01 12:30:00| 52
|2007-01-01 12:30:00| 53
|2007-01-01 12:30:00| 54
|2007-01-01 12:30:00| 55
|2007-01-01 12:30:00| 56
|2007-01-01 12:30:00| 57
|2007-01-01 12:30:00| 58
|2007-01-01 12:30:00| 59
|2007-01-01 12:30:00| 60
|2007-01-01 12:30:00| 61
|2007-01-01 12:30:00| 62
|2007-01-01 12:30:00| 63
|2007-01-01 12:30:00| 64
|2007-01-01 12:30:00| 65
|2007-01-01 12:30:00| 66
|2007-01-01 12:30:00| 67
|2007-01-01 12:30:00| 68
|2007-01-01 12:30:00| 69
|2007-01-01 12:30:00| 70
|2007-01-01 12:30:00| 71
|2007-01-01 12:30:00| 72
|2007-01-01 12:30:00| 73
|2007-01-01 12:30:00| 74
|2007-01-01 12:30:00| 75
|2007-01-01 12:30:00| 76
|2007-01-01 12:30:00| 77
|2007-01-01 12:30:00| 78
|2007-01-01 12:30:00| 79
|2007-01-01 12:30:00| 80
|2007-01-01 12:30:00| 81
|2007-01-01 12:30:00| 82
|2007-01-01 12:30:00| 83
|2007-01-01 12:30:00| 84
|2007-01-01 12:30:00| 85
|2007-01-01 12:30:00| 86
|2007-01-01 12:30:00| 87
|2007-01-01 12:30:00| 88
|2007-01-01 12:30:00| 89
|2007-01-01 12:30:00| 90
|2007-01-01 12:30:00| 91
|2007-01-01 12:30:00| 92
|2007-01-01 12:30:00| 93
|2007-01-01 12:30:00| 94
|2007-01-01 12:30:00| 95
|2007-01-01 12:30:00| 96
|2007-01-01 12:30:00| 97
|2007-01-01 12:30:00| 98
|2007-01-01 12:30:00| 99
|2007-01-01 12:30:00| 100
|2007-01-01 12:30:00| 101
